file,set,expect,got,correct,wall_s,originals,learnts,decisions,conflicts,propagations,hw_bcp,hw_undo,hw_load,hw_cycles,hw_time_ns,sw_time_ns,cyc_per_prop,status,hw_overflow,kissat_cpu_s,kissat_got,kissat_propagations,kissat_decisions,minisat2_cpu_s,minisat2_got,glucose_cpu_s,glucose_got
uuf100-0121.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.4636,430,502,593,503,10705,24105,14998,1489,41208,41208.0,5816190.0,3.849416160672583,PASS,False,0.03,UNSAT,13591,744,0.02574,SAT,0.023202,UNSAT
uuf100-0122.cnf,UUF100.430.1000,UNSAT,UNSAT,True,0.7607,430,261,329,262,5474,12040,7335,1446,21080,21080.0,2815600.0,3.8509316770186337,PASS,False,0.04,UNSAT,12195,625,0.024407,SAT,0.015358,UNSAT
uuf100-0123.cnf,UUF100.430.1000,UNSAT,UNSAT,True,3.5384,430,1212,1440,1213,26613,58577,37379,1442,100581,100581.0,15508300.0,3.7793935294780745,PASS,True,0.04,UNSAT,25713,1338,0.028109,SAT,0.032376,UNSAT
uuf100-0124.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.1409,430,385,468,386,8411,18589,11353,1484,31817,31817.0,4397540.0,3.7827844489359173,PASS,False,0.03,UNSAT,17950,874,0.008538,SAT,0.027408,UNSAT
uuf100-0125.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.4312,430,467,527,468,10532,23478,14394,1508,39942,39942.0,5400900.0,3.792442081276111,PASS,False,0.05,UNSAT,7016,341,0.020914,SAT,0.020033,UNSAT
uuf100-0126.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.4872,430,848,981,849,18063,40782,25808,1459,69469,69469.0,10783100.0,3.845928140397498,PASS,True,0.04,UNSAT,22464,1177,0.031076,SAT,0.03436,UNSAT
uuf100-0127.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.8629,430,627,706,628,13587,30752,19233,1475,52325,52325.0,7200280.0,3.8511076764554355,PASS,True,0.04,UNSAT,19863,1065,0.021496,SAT,0.033088,UNSAT
uuf100-0128.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.135,430,676,790,677,16067,35665,21951,1453,60118,60118.0,8795380.0,3.741706603597436,PASS,True,0.05,UNSAT,30273,1530,0.045778,SAT,0.033261,UNSAT
uuf100-0129.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.9106,430,624,712,625,14074,31556,19538,1490,53437,53437.0,7513900.0,3.796859457155038,PASS,True,0.03,UNSAT,23043,1368,0.023146,SAT,0.044164,UNSAT
uuf100-013.cnf,UUF100.430.1000,UNSAT,UNSAT,True,0.8614,430,288,332,289,6214,13941,8535,1485,24212,24212.0,3292480.0,3.8963630511747667,PASS,False,0.03,UNSAT,9951,476,0.014146,SAT,0.018021,UNSAT
uuf100-0130.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3443,430,443,512,444,9801,21907,13465,1503,37386,37386.0,5077370.0,3.8145087235996327,PASS,False,0.04,UNSAT,20829,1075,0.024822,SAT,0.02147,UNSAT
uuf100-0131.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.2919,430,766,910,767,17496,38392,23585,1420,64590,64590.0,9525370.0,3.6917009602194786,PASS,True,0.03,UNSAT,45184,2449,0.014819,SAT,0.040828,UNSAT
uuf100-0132.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.5491,430,529,622,530,11458,25495,15978,1485,43869,43869.0,5984430.0,3.82867865246989,PASS,False,0.04,UNSAT,19275,1161,0.022921,SAT,0.02397,UNSAT
uuf100-0133.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.2575,430,416,469,417,9356,20568,12511,1535,35103,35103.0,4824760.0,3.7519238991021804,PASS,False,0.03,UNSAT,13506,674,0.021208,SAT,0.032362,UNSAT
uuf100-0134.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.7533,430,961,1112,962,20541,45803,29165,1453,78515,78515.0,12124000.0,3.8223552894211577,PASS,True,0.03,UNSAT,21850,1260,0.035906,SAT,0.051389,UNSAT
uuf100-0135.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3107,430,416,468,417,9680,21583,13189,1466,36729,36729.0,5132440.0,3.794318181818182,PASS,False,0.03,UNSAT,18690,907,0.023798,SAT,0.023151,UNSAT
uuf100-0136.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3965,430,453,539,454,10265,22917,14099,1519,39053,39053.0,5536590.0,3.8044812469556746,PASS,False,0.03,UNSAT,15894,795,0.024046,SAT,0.024545,UNSAT
uuf100-0137.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.4737,430,479,536,480,11069,24571,14991,1441,41584,41584.0,5777780.0,3.7567982654259646,PASS,False,0.03,UNSAT,9906,541,0.022916,SAT,0.034144,UNSAT
uuf100-0138.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.7317,430,546,624,547,13025,28709,17471,1498,48394,48394.0,6644800.0,3.7154702495201537,PASS,False,0.03,UNSAT,15495,774,0.02446,SAT,0.025585,UNSAT
uuf100-0139.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3366,430,437,500,438,9947,22104,13513,1490,37601,37601.0,5290120.0,3.7801347139841157,PASS,False,0.05,UNSAT,18178,1036,0.024011,SAT,0.019809,UNSAT
uuf100-014.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.1778,430,380,449,381,8745,19388,11739,1457,32904,32904.0,4668740.0,3.7626072041166383,PASS,False,0.03,UNSAT,18651,970,0.019811,SAT,0.026424,UNSAT
uuf100-0140.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.6272,430,530,624,531,12105,26944,16433,1542,45475,45475.0,6352260.0,3.7567121024370094,PASS,False,0.03,UNSAT,19497,1057,0.031956,SAT,0.029902,UNSAT
uuf100-0141.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.5386,430,485,562,486,11481,25702,15649,1473,43312,43312.0,5986880.0,3.7724936852190574,PASS,False,0.03,UNSAT,23397,1364,0.028993,SAT,0.028211,UNSAT
uuf100-0142.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.5299,430,512,577,513,11336,25386,15679,1512,43222,43222.0,5885780.0,3.8128087508821453,PASS,False,0.03,UNSAT,19255,1007,0.029614,SAT,0.026127,UNSAT
uuf100-0143.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3152,430,433,480,434,9505,21441,13138,1508,36455,36455.0,4975390.0,3.8353498158863757,PASS,False,0.04,UNSAT,14739,752,0.026811,SAT,0.029209,UNSAT
uuf100-0144.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.5294,430,490,561,491,11451,25337,15497,1485,42974,42974.0,5906500.0,3.7528600122260065,PASS,False,0.03,UNSAT,22052,1197,0.022058,SAT,0.023888,UNSAT
uuf100-0145.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3291,430,439,483,440,9376,20980,12915,1520,35873,35873.0,5147310.0,3.826045221843003,PASS,False,0.02,UNSAT,19171,991,0.018696,SAT,0.024774,UNSAT
uuf100-0146.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.2779,430,449,525,450,9359,21071,13132,1495,36220,36220.0,4857360.0,3.870071588844962,PASS,False,0.04,UNSAT,19156,997,0.019811,SAT,0.015911,UNSAT
uuf100-0147.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.5077,430,507,551,508,11183,25062,15453,1498,42634,42634.0,5691260.0,3.8123938120361265,PASS,False,0.05,UNSAT,12909,671,0.026003,SAT,0.026264,UNSAT
uuf100-0148.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.6417,430,530,601,531,12212,27186,16634,1502,45955,45955.0,6212580.0,3.76310186701605,PASS,False,0.03,UNSAT,12989,667,0.01442,SAT,0.030239,UNSAT
uuf100-0149.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.2045,430,412,471,413,8614,19234,11847,1511,33026,33026.0,4475800.0,3.833991177153471,PASS,False,0.04,UNSAT,10914,604,0.020665,SAT,0.028453,UNSAT
uuf100-015.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.6889,430,518,616,519,12731,28046,17017,1508,47261,47261.0,6660500.0,3.712277118843767,PASS,False,0.03,UNSAT,19491,1053,0.039152,SAT,0.028528,UNSAT
uuf100-0150.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.7013,430,557,625,558,12534,28046,17242,1445,47367,47367.0,6755620.0,3.77908089995213,PASS,False,0.03,UNSAT,17062,983,0.028689,SAT,0.026808,UNSAT
uuf100-0151.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.1386,430,373,447,374,8477,18853,11437,1489,32101,32101.0,4502860.0,3.7868349651999527,PASS,False,0.03,UNSAT,20832,1148,0.02759,SAT,0.029514,UNSAT
uuf100-0152.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.1398,430,369,444,370,8314,18462,11174,1530,31455,31455.0,4231900.0,3.7833774356507095,PASS,False,0.02,UNSAT,18174,978,0.01944,SAT,0.021067,UNSAT
uuf100-0153.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.1568,430,741,849,742,16122,35846,22472,1435,61115,61115.0,8707340.0,3.7907827812926436,PASS,True,0.02,UNSAT,15395,758,0.039,SAT,0.035498,UNSAT
uuf100-0154.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.0487,430,687,794,688,15167,33962,21059,1457,57390,57390.0,8030330.0,3.783872881914683,PASS,True,0.03,UNSAT,18735,951,0.027578,SAT,0.039898,UNSAT
uuf100-0155.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.5349,430,520,613,521,11174,24971,15562,1525,42786,42786.0,6007790.0,3.8290674780741005,PASS,False,0.04,UNSAT,16299,818,0.030973,SAT,0.022476,UNSAT
uuf100-0156.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.8848,430,629,714,630,13885,31168,19276,1460,52686,52686.0,7540400.0,3.794454447245229,PASS,True,0.02,UNSAT,20690,1015,0.023373,SAT,0.028784,UNSAT
uuf100-0157.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.1652,430,397,478,398,8284,18470,11468,1479,31890,31890.0,4340740.0,3.849589570255915,PASS,False,0.04,UNSAT,12258,623,0.024386,SAT,0.025466,UNSAT
uuf100-0158.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.6511,430,529,586,530,12021,26947,16617,1469,45695,45695.0,6331830.0,3.80126445387239,PASS,False,0.03,UNSAT,18303,939,0.021984,SAT,0.027431,UNSAT
uuf100-0159.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.0815,430,670,753,671,15668,34752,21424,1489,58750,58750.0,8545660.0,3.74968087822313,PASS,True,0.03,UNSAT,20672,1069,0.012447,SAT,0.035184,UNSAT
uuf100-016.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.6145,430,859,1015,860,19542,43334,27146,1480,73617,73617.0,11119000.0,3.7671169788148604,PASS,True,0.03,UNSAT,27502,1376,0.036451,SAT,0.045708,UNSAT
uuf100-0160.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.189,430,738,874,739,16156,35917,22505,1439,61178,61178.0,8993470.0,3.786704629858876,PASS,True,0.03,UNSAT,12879,658,0.024538,SAT,0.0214,UNSAT
uuf100-0161.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.1909,430,777,877,778,16405,36669,22877,1474,62154,62154.0,9388040.0,3.7887229503200244,PASS,True,0.03,UNSAT,15481,808,0.030573,SAT,0.038463,UNSAT
uuf100-0162.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.0985,430,372,422,373,8028,17797,10862,1540,30567,30567.0,4087240.0,3.8075485799701045,PASS,False,0.03,UNSAT,16027,834,0.027515,SAT,0.025854,UNSAT
uuf100-0163.cnf,UUF100.430.1000,UNSAT,UNSAT,True,0.6575,430,205,229,206,4720,10491,6263,1445,18304,18304.0,2404460.0,3.8779661016949154,PASS,False,0.04,UNSAT,13902,718,0.016147,SAT,0.016678,UNSAT
uuf100-0164.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.2992,430,434,503,435,9601,21532,13149,1539,36600,36600.0,4996750.0,3.812102905947297,PASS,False,0.04,UNSAT,29130,1590,0.039478,SAT,0.021918,UNSAT
uuf100-0165.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.5478,430,514,591,515,11512,25690,15703,1484,43423,43423.0,5949120.0,3.771977067407922,PASS,False,0.02,UNSAT,19552,993,0.031557,SAT,0.026493,UNSAT
uuf100-0166.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.0004,430,327,381,328,7169,16195,9974,1456,27942,27942.0,3749220.0,3.8976147300878785,PASS,False,0.02,UNSAT,13700,704,0.030791,SAT,0.023668,UNSAT
uuf100-0167.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.2188,430,414,484,415,8946,20014,12266,1453,34106,34106.0,4790900.0,3.8124301363737985,PASS,False,0.04,UNSAT,21242,1165,0.027964,SAT,0.022265,UNSAT
uuf100-0168.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.9596,430,953,1080,954,22106,48792,30235,1480,82329,82329.0,12609600.0,3.724283000090473,PASS,True,0.04,UNSAT,22430,1356,0.042188,SAT,0.03001,UNSAT
uuf100-0169.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3727,430,462,547,463,10003,22488,14000,1486,38578,38578.0,5240110.0,3.856643007097871,PASS,False,0.04,UNSAT,18038,895,0.023364,SAT,0.019569,UNSAT
uuf100-017.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3566,430,456,528,457,9883,22111,13624,1548,37773,37773.0,5319400.0,3.822017605990084,PASS,False,0.04,UNSAT,20362,1199,0.031908,SAT,0.024871,UNSAT
uuf100-0170.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.981,430,664,761,665,14495,32508,20269,1487,55214,55214.0,8073440.0,3.8091755777854432,PASS,True,0.03,UNSAT,13789,732,0.024598,SAT,0.023043,UNSAT
uuf100-0171.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.6539,430,558,632,559,12452,27595,16839,1540,46613,46613.0,6233810.0,3.7434147124959845,PASS,False,0.03,UNSAT,25193,1315,0.031693,SAT,0.034002,UNSAT
uuf100-0172.cnf,UUF100.430.1000,UNSAT,UNSAT,True,0.7908,430,259,289,260,5686,12711,7760,1408,22128,22128.0,3004510.0,3.891663735490679,PASS,False,0.03,UNSAT,5723,255,0.015522,SAT,0.01712,UNSAT
uuf100-0173.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.0569,430,365,420,366,7573,17068,10708,1489,29778,29778.0,4225260.0,3.932127294335138,PASS,False,0.04,UNSAT,13218,693,0.019118,SAT,0.016634,UNSAT
uuf100-0174.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3645,430,447,526,448,9938,22264,13710,1473,37979,37979.0,5140100.0,3.821593882068827,PASS,False,0.03,UNSAT,16930,898,0.020996,SAT,0.021775,UNSAT
uuf100-0175.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.3225,430,808,933,809,17535,38863,24093,1496,65631,65631.0,9644190.0,3.742857142857143,PASS,True,0.04,UNSAT,27607,1377,0.033536,SAT,0.030776,UNSAT
uuf100-0176.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.702,430,554,627,555,12464,27711,16940,1546,46794,46794.0,6458890.0,3.7543324775353017,PASS,False,0.02,UNSAT,20649,1016,0.024487,SAT,0.031514,UNSAT
uuf100-0177.cnf,UUF100.430.1000,UNSAT,UNSAT,True,0.9818,430,325,377,326,6892,15500,9566,1456,26848,26848.0,3569240.0,3.8955310504933256,PASS,False,0.03,UNSAT,10632,600,0.022639,SAT,0.019787,UNSAT
uuf100-0178.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.4486,430,826,961,827,18375,40541,25323,1432,68931,68931.0,10158200.0,3.75134693877551,PASS,True,0.04,UNSAT,22018,1124,0.030343,SAT,0.023336,UNSAT
uuf100-0179.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.1025,430,377,417,378,7999,17880,11127,1440,30959,30959.0,4271060.0,3.870358794849356,PASS,False,0.04,UNSAT,13371,685,0.016888,SAT,0.021947,UNSAT
uuf100-018.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.7753,430,622,733,623,13121,29261,18189,1530,49793,49793.0,7226280.0,3.7949089246246475,PASS,True,0.03,UNSAT,29606,1574,0.015783,SAT,0.031112,UNSAT
uuf100-0180.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.5676,430,541,658,542,11795,26027,15838,1536,43907,43907.0,6023970.0,3.722509537939805,PASS,False,0.03,UNSAT,17982,872,0.037787,SAT,0.031804,UNSAT
uuf100-0181.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.1189,430,731,834,732,15846,35351,21924,1471,59749,59749.0,8705940.0,3.7706045689763976,PASS,True,0.03,UNSAT,15958,803,0.028682,SAT,0.03202,UNSAT
uuf100-0182.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.2143,430,399,467,400,9096,20028,12191,1509,34212,34212.0,4667320.0,3.7612137203166225,PASS,False,0.04,UNSAT,30741,1621,0.026049,SAT,0.017134,UNSAT
uuf100-0183.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.6647,430,526,614,527,12509,27603,16861,1479,46681,46681.0,6265310.0,3.7317931089615475,PASS,False,0.03,UNSAT,26324,1433,0.021063,SAT,0.040261,UNSAT
uuf100-0184.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.0072,430,340,406,341,7274,16183,9903,1464,27825,27825.0,3688530.0,3.825268078086335,PASS,False,0.05,UNSAT,21438,1218,0.021915,SAT,0.026334,UNSAT
uuf100-0185.cnf,UUF100.430.1000,UNSAT,UNSAT,True,2.9608,430,931,1053,932,22223,48876,30041,1436,81991,81991.0,12891000.0,3.6894658686945956,PASS,True,0.02,UNSAT,33776,1739,0.036811,SAT,0.049662,UNSAT
uuf100-0186.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.7916,430,598,657,599,13242,29620,18339,1522,50287,50287.0,6834020.0,3.7975381362331975,PASS,True,0.03,UNSAT,20029,1020,0.029313,SAT,0.01834,UNSAT
uuf100-0187.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.1546,430,393,453,394,8218,18627,11559,1497,32023,32023.0,4274270.0,3.8966901922608908,PASS,False,0.04,UNSAT,13763,727,0.02098,SAT,0.016974,UNSAT
uuf100-0188.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.507,430,503,563,504,11212,25042,15343,1518,42442,42442.0,5776140.0,3.7854084909026042,PASS,False,0.02,UNSAT,18009,936,0.026914,SAT,0.030885,UNSAT
uuf100-0189.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.2828,430,415,497,416,9465,21087,12818,1527,35787,35787.0,4821470.0,3.780982567353407,PASS,False,0.02,UNSAT,13662,675,0.025593,SAT,0.032464,UNSAT
uuf100-019.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.0567,430,324,384,325,7658,17091,10319,1477,29127,29127.0,3990340.0,3.803473491773309,PASS,False,0.04,UNSAT,18074,965,0.02522,SAT,0.027407,UNSAT
uuf100-0190.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3858,430,480,543,481,10040,22688,14107,1567,38901,38901.0,5498870.0,3.874601593625498,PASS,False,0.04,UNSAT,11154,619,0.022356,SAT,0.03352,UNSAT
uuf100-0191.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.1976,430,408,497,409,8618,19362,12113,1492,33537,33537.0,4509350.0,3.891506149918775,PASS,False,0.02,UNSAT,15177,909,0.0188,SAT,0.021981,UNSAT
uuf100-0192.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.4266,430,475,549,476,10418,23448,14551,1515,40080,40080.0,5603890.0,3.847187559992321,PASS,False,0.03,UNSAT,22127,1115,0.025091,SAT,0.022918,UNSAT
uuf100-0193.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3017,430,452,524,453,9506,21299,13151,1534,36466,36466.0,4861770.0,3.8361035135703765,PASS,False,0.05,UNSAT,11900,594,0.028952,SAT,0.022281,UNSAT
uuf100-0194.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.9205,430,592,658,593,14274,31752,19425,1463,53463,53463.0,7225250.0,3.7454812946616225,PASS,False,0.04,UNSAT,24097,1351,0.031952,SAT,0.036319,UNSAT
uuf100-0195.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.3813,430,435,494,436,10167,22861,13975,1463,38730,38730.0,5394380.0,3.8093832989082324,PASS,False,0.04,UNSAT,16506,817,0.021025,SAT,0.016794,UNSAT
uuf100-0196.cnf,UUF100.430.1000,UNSAT,UNSAT,True,1.2034,430,395,463,396,8698,19404,11842,1523,33140,33140.0,4558540.0,3.8100712807541965,PASS,False,0.03,UNSAT,23517,1216,0.029974,SAT,0.031834,UNSAT
